WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
183	21842003	4030	21847791	16981	21853594	652800	21842003	0.87375	21847791	1.08427	21853594	1.21927	21842003	4612.30329041488	21847791	15661.2282918461	21853594	535402.330902917	21858571	92992	21864358	2250033	21870162	1292804	21858571	0.87398	21864358	1.08426	21870162	1.21964	21858571	106400.604132818	21864358	2075178.46273034	21870162	1059988.19323735	21875138	26706	21880926	202632	21886729	4040264	21875138	0.87431	21880926	1.08505	21886729	1.21898	21875138	30545.2299527627	21880926	186748.99774204	21886729	3314462.91161463	21891705	87484	21897493	2352597	21903296	4332461	21891705	0.87402	21897493	1.08419	21903296	1.2189	21891705	100093.819363401	21897493	2169912.10027763	21903296	3554402.32996965
184	21962014	4036	21967802	16947	21973605	653949	21962014	0.87387	21967802	1.0849	21973605	1.21949	21962014	4618.53593783973	21967802	15620.7945432759	21973605	536247.939712503	21978566	92468	21984354	2250475	21990157	1288944	21978566	0.87381	21984354	1.08444	21990157	1.2184	21978566	105821.631704833	21984354	2075241.59935082	21990157	1057898.88378201	21995133	26669	22000921	201853	22006724	4036121	21995133	0.87376	22000921	1.08461	22006724	1.21932	21995133	30522.1113349203	22000921	186106.526769991	22006724	3310140.89820556	22011701	87737	22017488	2357205	22023291	4333307	22011701	0.87341	22017488	1.08434	22023291	1.219	22011701	100453.395312625	22017488	2173861.51944962	22023291	3554804.75799836
185	22082025	4229	22087813	17014	22093616	650173	22082025	0.87338	22087813	1.08412	22093616	1.2189	22082025	4842.10767363576	22087813	15693.8346308527	22093616	533409.631635081	22098593	92328	22104380	2251448	22110168	1289699	22098593	0.87408	22104380	1.0847	22110168	1.219	22098593	105628.775398133	22104380	2075641.19111275	22110168	1057997.53896637	22115144	26786	22120932	199616	22126735	4036000	22115144	0.87351	22120932	1.08411	22126735	1.21944	22115144	30664.7891838674	22120932	184128.916807335	22126735	3309715.93518336	22131696	87574	22137484	2355223	22143287	4325579	22131696	0.87351	22137484	1.08418	22143287	1.21911	22131696	100255.291868439	22137484	2172354.22162372	22143287	3548144.95820722
186	22202036	4174	22207824	16968	22213627	650286	22202036	0.87387	22207824	1.08433	22213627	1.21771	22202036	4776.45416366279	22207824	15648.3727278596	22213627	534023.700224191	22218604	92369	22224376	2249008	22230179	1289597	22218604	0.87371	22224376	1.08423	22230179	1.21801	22218604	105720.433553467	22224376	2074290.51031608	22230179	1058773.73748984	22235155	26744	22240943	200306	22246746	4024902	22235155	0.87428	22240943	1.08399	22246746	1.21911	22235155	30589.7424166171	22240943	184785.837507726	22246746	3301508.47749588	22251707	88264	22257495	2358244	22263313	4327602	22251707	0.87403	22257495	1.08429	22263313	1.21862	22251707	100985.092044895	22257495	2174919.99372861	22263313	3551231.72112718
187	22322048	4109	22327851	17047	22333654	651731	22322048	0.87331	22327851	1.08406	22333654	1.21853	22322048	4705.08754050681	22327851	15725.1443647031	22333654	534850.18834169	22338630	92661	22344418	2245859	22350237	1287214	22338630	0.87352	22344418	1.0837	22350237	1.21829	22338630	106077.708581372	22344418	2072399.18796715	22350237	1056574.37884248	22355213	26868	22360985	199408	22366788	4022756	22355213	0.87354	22360985	1.08376	22366788	1.21895	22355213	30757.6069785013	22360985	183996.456780099	22366788	3300181.30358095	22371765	88413	22377537	2357492	22383356	4330817	22371765	0.87365	22377537	1.08458	22383356	1.21932	22371765	101199.56504321	22377537	2173645.09764148	22383356	3551829.70836204
188	22442059	4257	22447846	16997	22453649	651999	22442059	0.8729	22447846	1.08393	22453649	1.21864	22442059	4876.84729064039	22447846	15680.9019032594	22453649	535021.827611108	22458626	92644	22464413	2248883	22470232	1285974	22458626	0.87341	22464413	1.08398	22470232	1.22006	22458626	106071.60440114	22464413	2074653.59139468	22470232	1054025.21187483	22475209	26752	22480996	198496	22486799	4018934	22475209	0.87407	22480996	1.08426	22486799	1.21898	22475209	30606.2443511389	22480996	183070.481249885	22486799	3296964.67538434	22491760	87569	22497548	2359025	22503351	4320098	22491760	0.87442	22497548	1.0849	22503351	1.21863	22491760	100145.239129938	22497548	2174416.99695825	22503351	3545044.84544119
189	22562070	4213	22567857	17200	22573660	653751	22562070	0.87355	22567857	1.08399	22573660	1.21807	22562070	4822.8492931143	22567857	15867.3050489396	22573660	536710.533877363	22578637	92330	22584409	2248718	22590212	1284481	22578637	0.8733	22584409	1.08387	22590212	1.21906	22578637	105725.40936677	22584409	2074711.91194516	22590212	1053665.11902613	22595204	26591	22600976	198756	22606779	4014733	22595204	0.873	22600976	1.08343	22606779	1.21908	22595204	30459.3356242841	22600976	183450.707475333	22606779	3293248.18715753	22611756	88031	22617559	2356875	22623362	4322248	22611756	0.87451	22617559	1.08466	22623362	1.21967	22611756	100663.228550846	22617559	2172915.93679125	22623362	3543784.79424762
190	22682081	4059	22687868	16971	22693687	654098	22682081	0.87423	22687868	1.08464	22693687	1.22051	22682081	4642.94293263786	22687868	15646.6661749521	22693687	535921.868727008	22698648	92367	22704420	2253369	22710223	1284093	22698648	0.87487	22704420	1.08581	22710223	1.21966	22698648	105577.97158435	22704420	2075288.49430379	22710223	1052828.65716675	22715199	26523	22720987	197983	22726790	4012889	22715199	0.87394	22720987	1.08468	22726790	1.21919	22715199	30348.7653614665	22720987	182526.643802781	22726790	3291438.57807233	22731767	87320	22737554	2354902	22743373	4323958	22731767	0.87336	22737554	1.08449	22743373	1.2204	22731767	99981.6799487039	22737554	2171437.26544274	22743373	3543066.20780072
191	22802092	4094	22807879	17129	22813682	653658	22802092	0.87448	22807879	1.08528	22813682	1.21949	22802092	4681.6393742567	22807879	15783.0237358101	22813682	536009.31536954	22818643	93332	22824431	2247438	22830234	1286241	22818643	0.87416	22824431	1.08526	22830234	1.21981	22818643	106767.639791343	22824431	2070875.18198404	22830234	1054460.12083849	22835210	26384	22840998	196405	22846786	4008165	22835210	0.87427	22840998	1.08518	22846786	1.21944	22835210	30178.3201985657	22840998	180988.407453141	22846786	3286889.88388113	22851762	87297	22857550	2352143	22863353	4318221	22851762	0.87469	22857550	1.0848	22863353	1.21926	22851762	99803.3589042975	22857550	2168273.41445428	22863353	3541673.63810836
192	22922103	4217	22927906	17125	22933693	652165	22922103	0.87488	22927906	1.08513	22933693	1.21921	22922103	4820.08961228969	22927906	15781.5192649729	22933693	534907.850165271	22938670	92530	22944442	2251776	22950245	1286216	22938670	0.87485	22944442	1.08578	22950245	1.22114	22938670	105766.702863348	22944442	2073878.68629004	22950245	1053291.18692369	22955237	26882	22961009	196217	22966812	4003356	22955237	0.8738	22961009	1.08569	22966812	1.22096	22955237	30764.4769970245	22961009	180730.226860338	22966812	3278859.25828856	22971820	87394	22977592	2354235	22983395	4312770	22971820	0.8745	22977592	1.08548	22983395	1.21904	22971820	99935.9634076615	22977592	2168842.35545565	22983395	3537841.25213283
193	23042114	4124	23047917	17091	23053704	652059	23042114	0.87445	23047917	1.08481	23053704	1.21941	23042114	4716.10726742524	23047917	15754.8326435044	23053704	534733.190641376	23058681	92780	23064468	2246470	23070272	1281232	23058681	0.87445	23064468	1.08479	23070272	1.2195	23058681	106100.977757448	23064468	2070880.07817181	23070272	1050620.74620746	23075248	26664	23081036	197058	23086839	4003304	23075248	0.87433	23081036	1.08503	23086839	1.21976	23075248	30496.494458614	23081036	181615.254877745	23086839	3282042.36899062	23091815	87745	23097603	2353515	23103406	4310384	23091815	0.87373	23097603	1.08449	23103406	1.21922	23091815	100425.76081856	23097603	2170158.32326716	23103406	3535361.95272387
194	23162125	4214	23167912	16937	23173715	652200	23162125	0.87484	23167912	1.08467	23173715	1.21943	23162125	4816.88080106077	23167912	15614.8874772972	23173715	534840.04821925	23178692	93470	23184464	2250955	23190267	1282362	23178692	0.87484	23184464	1.0852	23190267	1.21924	23178692	106842.394037767	23184464	2074230.55657943	23190267	1051771.5954201	23195243	26666	23201031	195661	23206834	3998164	23195243	0.87413	23201031	1.08503	23206834	1.21955	23195243	30505.7600128127	23201031	180327.732873745	23206834	3278392.84982166	23211795	87824	23217583	2357450	23223401	4310147	23211795	0.8743	23217583	1.08486	23223401	1.22004	23211795	100450.646231271	23217583	2173045.36990948	23223401	3532791.5478181
195	23282136	4227	23287923	17169	23293726	649363	23282136	0.87389	23287923	1.08394	23293726	1.21907	23282136	4836.99321424893	23287923	15839.4376072476	23293726	532670.806434413	23298703	93097	23304475	2255073	23310278	1282807	23298703	0.87401	23304475	1.08456	23310278	1.21883	23298703	106517.087905173	23304475	2079251.4936933	23310278	1052490.50318748	23315254	26733	23321042	194685	23326845	3995452	23315254	0.87386	23321042	1.08445	23326845	1.21943	23315254	30591.8568191701	23321042	179524.182765457	23326845	3276491.47552545	23331822	87882	23337609	2346948	23343428	4309832	23331822	0.87447	23337609	1.08429	23343428	1.22061	23331822	100497.444166181	23337609	2164502.11659242	23343428	3530883.73845864
196	23402147	4143	23407934	17077	23413753	651075	23402147	0.8741	23407934	1.08517	23413753	1.21892	23402147	4739.73229607596	23407934	15736.7048480883	23413753	534140.878810751	23418714	92769	23424486	2256743	23430289	1281776	23418714	0.87419	23424486	1.08502	23430289	1.22011	23418714	106119.951040392	23424486	2079909.12609906	23430289	1050541.34463286	23435265	26472	23441053	194965	23446856	3989036	23435265	0.87407	23441053	1.08438	23446856	1.21845	23435265	30285.9038749757	23441053	179793.983658865	23446856	3273861.05297714	23451817	87560	23457605	2353056	23463408	4300341	23451817	0.87375	23457605	1.08444	23463408	1.21871	23451817	100211.731044349	23457605	2169835.12227509	23463408	3528600.73356254
197	23522158	4046	23527945	17041	23533764	650628	23522158	0.87402	23527945	1.08449	23533764	1.21886	23522158	4629.18468684927	23527945	15713.3767946224	23533764	533800.436473426	23538740	92840	23544528	2246665	23550347	1282128	23538740	0.87372	23544528	1.08393	23550347	1.21932	23538740	106258.297852859	23544528	2072703.03432879	23550347	1051510.67808287	23555323	26657	23561095	193043	23566898	3984653	23555323	0.87411	23561095	1.08428	23566898	1.21926	23555323	30496.1618102985	23561095	178037.960674365	23566898	3268091.30128111	23571875	87322	23577663	2350479	23583450	4298620	23571875	0.87403	23577663	1.08398	23583450	1.21908	23571875	99907.3258354976	23577663	2168378.56787026	23583450	3526118.05623913
198	23642169	4099	23647956	16995	23653759	652718	23642169	0.87383	23647956	1.08449	23653759	1.21923	23642169	4690.8437567948	23647956	15670.9605436657	23653759	535352.640601035	23658720	92878	23664508	2251892	23670311	1278216	23658720	0.87389	23664508	1.08517	23670311	1.21969	23658720	106281.110894964	23664508	2075151.35877328	23670311	1047984.32388558	23675287	27058	23681075	193544	23686878	3980010	23675287	0.87442	23681075	1.08503	23686878	1.21961	23675287	30943.9399830745	23681075	178376.634747426	23686878	3263346.47961234	23691855	86925	23697642	2351006	23703446	4297769	23691855	0.87385	23697642	1.08427	23703446	1.219	23691855	99473.5938662242	23697642	2168284.65234674	23703446	3525651.3535685
199	23762180	4234	23767983	17286	23773770	650999	23762180	0.87442	23767983	1.08491	23773770	1.21974	23762180	4842.06674138286	23767983	15933.1188762201	23773770	533719.481200912	23778747	92240	23784534	2246915	23790338	1281378	23778747	0.8735	23784534	1.08497	23790338	1.22081	23778747	105598.168288495	23784534	2070946.66211969	23790338	1049612.96188596	23795314	26807	23801102	192889	23806889	3975783	23795314	0.87446	23801102	1.08532	23806889	1.21858	23795314	30655.4902454086	23801102	177725.463457782	23806889	3262636.0189729	23811866	87364	23817669	2348899	23823472	4300395	23811866	0.87338	23817669	1.08503	23823472	1.22015	23811866	100029.769401635	23817669	2164824.01408256	23823472	3524480.59664795
200	23882191	4151	23887978	17200	23893797	652386	23882191	0.87354	23887978	1.08492	23893797	1.2203	23882191	4751.92893284795	23887978	15853.7034988755	23893797	534611.161189871	23898773	92975	23904545	2252886	23910349	1278250	23898773	0.87405	23904545	1.08512	23910349	1.21946	23898773	106372.633144557	23904545	2076163.00501327	23910349	1048209.86338215	23915325	26576	23921113	192130	23926900	3972462	23915325	0.87412	23921113	1.08421	23926900	1.21876	23915325	30403.1483091566	23921113	177207.367576392	23926900	3259429.25596508	23931877	87475	23937680	2352990	23943483	4292962	23931877	0.87482	23937680	1.08551	23943483	1.21927	23931877	99991.9983539471	23937680	2167635.48930917	23943483	3520928.09631993
201	24002202	4130	24007989	17140	24013792	653321	24002202	0.87415	24007989	1.08423	24013792	1.22035	24002202	4724.589601327	24007989	15808.4539258275	24013792	535355.430819027	24018769	93155	24024541	2251572	24030344	1279011	24018769	0.87462	24024541	1.08527	24030344	1.21934	24018769	106509.11252887	24024541	2074665.290665	24030344	1048937.12992275	24035321	26550	24041108	191584	24046911	3970334	24035321	0.87447	24041108	1.08483	24046911	1.21952	24035321	30361.2473841298	24041108	176602.785689924	24046911	3255653.04382052	24051888	87562	24057691	2351978	24063494	4292074	24051888	0.87353	24057691	1.08523	24063494	1.21861	24051888	100239.259098142	24057691	2167262.23934097	24063494	3522106.33426609
202	24122213	4118	24128000	17088	24133803	650407	24122213	0.87427	24128000	1.08603	24133803	1.21955	24122213	4710.2153796882	24128000	15734.3719786746	24133803	533317.207166578	24138780	93024	24144568	2254886	24150355	1278249	24138780	0.8741	24144568	1.08621	24150355	1.22058	24138780	106422.606109141	24144568	2075920.86244833	24150355	1047247.21034262	24155332	26634	24161119	191048	24166922	3965141	24155332	0.87481	24161119	1.08545	24166922	1.22006	24155332	30445.4681588002	24161119	176008.10723663	24166922	3249955.73988165	24171899	87960	24177686	2351299	24183490	4296274	24171899	0.87383	24177686	1.08537	24183490	1.22038	24171899	100660.311502237	24177686	2166357.09481559	24183490	3520439.53522673
203	24242224	4024	24248011	16959	24253814	651345	24242224	0.87473	24248011	1.08556	24253814	1.22012	24242224	4600.27665679695	24248011	15622.3515973323	24253814	533836.835721077	24258791	93019	24264563	2253573	24270366	1276477	24258791	0.87489	24264563	1.08527	24270366	1.22071	24258791	106320.79461418	24264563	2076509.0714753	24270366	1045684.06910732	24275358	27033	24281146	190371	24286933	3964634	24275358	0.87444	24281146	1.08592	24286933	1.22099	24275358	30914.6425140661	24281146	175308.49418005	24286933	3247065.08652815	24291925	87680	24297713	2349928	24303516	4283457	24291925	0.87445	24297713	1.08547	24303516	1.21931	24291925	100268.740351078	24297713	2164894.46967673	24303516	3513017.19825147
204	24362235	4131	24368038	16941	24373841	650767	24362235	0.87403	24368038	1.08475	24373841	1.21968	24362235	4726.38238962049	24368038	15617.42336944	24373841	533555.522760068	24378802	92937	24384590	2255014	24390393	1280194	24378802	0.87515	24384590	1.08635	24390393	1.22024	24378802	106195.509341256	24384590	2075771.16030745	24390393	1049132.95745099	24395369	26743	24401141	189788	24406944	3966971	24395369	0.8745	24401141	1.08581	24406944	1.22159	24395369	30580.9033733562	24401141	174789.327782945	24406944	3247383.32828527	24411936	87455	24417724	2350982	24423527	4285228	24411936	0.87512	24417724	1.08591	24423527	1.221	24411936	99934.8660755097	24417724	2164987.89034082	24423527	3509605.24160524
205	24482246	4049	24488033	17021	24493837	648891	24482246	0.87462	24488033	1.08535	24493837	1.22027	24482246	4629.43907068213	24488033	15682.4987331276	24493837	531760.184221525	24498813	92791	24504601	2252473	24510388	1278843	24498813	0.87475	24504601	1.08558	24510388	1.22058	24498813	106077.164904258	24504601	2074902.81692736	24510388	1047733.86422848	24515380	26355	24521168	190093	24526955	3963296	24515380	0.87429	24521168	1.0848	24526955	1.22055	24515380	30144.4600761761	24521168	175233.222713864	24526955	3247139.40436688	24531932	87500	24537719	2345784	24543538	4283194	24531932	0.8742	24537719	1.08514	24543538	1.22088	24531932	100091.512239762	24537719	2161733.96981035	24543538	3508284.18845423
206	24602257	4031	24608044	16767	24613848	650785	24602257	0.87378	24608044	1.08518	24613848	1.21999	24602257	4613.28938634439	24608044	15450.8929394202	24613848	533434.700284429	24618824	93119	24624596	2254131	24630399	1279618	24618824	0.87378	24624596	1.08544	24630399	1.22114	24618824	106570.303737783	24624596	2076697.92895047	24630399	1047888.03904548	24635376	26981	24641163	190540	24646966	3952261	24635376	0.87458	24641163	1.08529	24646966	1.22006	24635376	30850.2366850374	24641163	175565.977757097	24646966	3239398.8820222	24651943	87651	24657730	2348870	24663534	4282281	24651943	0.87513	24657730	1.08644	24663534	1.22065	24651943	100157.690857358	24657730	2161987.77659144	24663534	3508197.27194527
207	24722268	4236	24728055	16994	24733859	651018	24722268	0.87445	24728055	1.08518	24733859	1.21988	24722268	4844.18777517297	24728055	15660.0748262961	24733859	533673.80398072	24738835	93356	24744607	2253155	24750410	1278994	24738835	0.87487	24744607	1.08484	24750410	1.22044	24738835	106708.425251752	24744607	2076946.83086907	24750410	1047977.77850611	24755387	26804	24761159	189180	24766962	3954933	24755387	0.87429	24761159	1.08498	24766962	1.22106	24755387	30658.0196502305	24761159	174362.661062877	24766962	3238934.20470739	24771938	87374	24777726	2345504	24783529	4280922	24771938	0.87512	24777726	1.08591	24783529	1.22034	24771938	99842.3073407076	24777726	2159943.27338361	24783529	3507974.82668764
