WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
274	32763021	15354	32768793	244296	32774596	1825001	32763021	0.85116	32768793	1.03846	32774596	1.1066	32763021	18038.9116029889	32768793	235248.348516072	32774596	1649196.63835171	32779573	17671	32785360	610153	32791163	1160096	32779573	0.85137	32785360	1.03917	32791163	1.10677	32779573	20755.9580440936	32785360	587154.171117334	32791163	1048181.64568971	32796156	16017	32801928	1124595	32807731	1771900	32796156	0.8512	32801928	1.03898	32807731	1.10648	32796156	18816.9642857143	32801928	1082402.93364646	32807731	1601384.57089148	32812723	19358	32818495	495750	32824314	956560	32812723	0.85085	32818495	1.03886	32824314	1.1065	32812723	22751.366280778	32818495	477205.783262422	32824314	864491.640307275
275	32883032	15262	32888820	243942	32894623	1832560	32883032	0.85059	32888820	1.03776	32894623	1.10695	32883032	17942.8396759896	32888820	235065.91119334	32894623	1655503.86196305	32899599	17611	32905387	609495	32911190	1159021	32899599	0.8509	32905387	1.039	32911190	1.10596	32899599	20696.9091550123	32905387	586616.939364774	32911190	1047977.32286882	32916167	16041	32921954	1128076	32927742	1765649	32916167	0.85115	32921954	1.03862	32927742	1.10706	32916167	18846.2668154849	32921954	1086129.67206486	32927742	1594899.10212635	32932718	19415	32938506	496198	32944309	954587	32932718	0.85094	32938506	1.03936	32944309	1.10729	32932718	22815.9447199568	32938506	477407.250615764	32944309	862093.037957536
276	33003043	15053	33008831	244529	33014634	1836076	33003043	0.85081	33008831	1.03833	33014634	1.10647	33003043	17692.5518035754	33008831	235502.200649119	33014634	1659399.71259953	33019610	17613	33025398	609075	33031201	1162899	33019610	0.85071	33025398	1.03797	33031201	1.10696	33019610	20703.8826392073	33025398	586794.416023585	33031201	1050533.89463034	33036193	16360	33041981	1124868	33047800	1753625	33036193	0.85066	33041981	1.0383	33047800	1.10707	33036193	19232.1256436179	33041981	1083374.7471829	33047800	1584023.59381069	33052776	19237	33058564	495645	33064351	951738	33052776	0.85047	33058564	1.0384	33064351	1.10686	33052776	22619.2575869813	33058564	477316.063174114	33064351	859854.001409392
277	33123054	15096	33128842	244135	33134645	1834050	33123054	0.85024	33128842	1.03819	33134645	1.10654	33123054	17754.9868272488	33128842	235154.451497317	33134645	1657463.80609829	33139621	17686	33145409	609188	33151197	1165194	33139621	0.85076	33145409	1.038	33151197	1.10602	33139621	20788.4714843199	33145409	586886.319845858	33151197	1053501.74499557	33156189	16335	33161961	1124237	33167764	1744523	33156189	0.85077	33161961	1.03879	33167764	1.10626	33156189	19200.2538876547	33161961	1082256.27893992	33167764	1576955.68853615	33172740	19136	33178528	494159	33184347	945315	33172740	0.85043	33178528	1.03803	33184347	1.10616	33172740	22501.5580353468	33178528	476054.641966032	33184347	854591.559991322
278	33243065	15338	33248853	243746	33254656	1842037	33243065	0.85076	33248853	1.03888	33254656	1.10643	33243065	18028.5862052753	33248853	234623.825658401	33254656	1664847.30168199	33259632	17636	33265420	608869	33271223	1169445	33259632	0.85031	33265420	1.03801	33271223	1.10632	33259632	20740.671049382	33265420	586573.347077581	33271223	1057058.536409	33276200	16148	33281972	1125663	33287775	1740099	33276200	0.85035	33281972	1.038	33287775	1.10677	33276200	18989.8277179985	33281972	1084453.75722543	33287775	1572231.80968042	33292751	19071	33298523	494382	33304326	941777	33292751	0.85036	33298523	1.03819	33304326	1.10652	33292751	22426.9721059316	33298523	476196.07200994	33304326	851116.11177385
279	33363076	15127	33368864	245460	33374667	1842178	33363076	0.85063	33368864	1.03795	33374667	1.10621	33363076	17783.2900320939	33368864	236485.379835252	33374667	1665305.86416684	33379659	17687	33385431	609039	33391234	1170980	33379659	0.85068	33385431	1.0385	33391234	1.10718	33379659	20791.6020125076	33385431	586460.279248917	33391234	1057623.87326361	33396211	16120	33401998	1125402	33407817	1730931	33396211	0.85069	33401998	1.03881	33407817	1.10679	33396211	18949.3234903431	33401998	1083356.91801196	33407817	1563919.98482097	33412809	19524	33418581	494043	33424384	938724	33412809	0.85057	33418581	1.03877	33424384	1.10675	33412809	22954.0190695651	33418581	475603.839155925	33424384	848180.709283939
280	33483087	15267	33488875	244581	33494678	1842628	33483087	0.85129	33488875	1.03872	33494678	1.10694	33483087	17933.9590503824	33488875	235463.840110906	33494678	1664614.16156251	33499654	17748	33505442	609728	33511245	1173372	33499654	0.85049	33505442	1.03884	33511245	1.10703	33499654	20867.9702289269	33505442	586931.577528782	33511245	1059927.91523265	33516222	16050	33522009	1125965	33527797	1727615	33516222	0.85077	33522009	1.03882	33527797	1.10744	33516222	18865.2632321309	33522009	1083888.45035714	33527797	1560007.76565773	33532789	19448	33538576	493378	33544380	934199	33532789	0.85024	33538576	1.03889	33544380	1.10604	33532789	22873.5415882574	33538576	474908.796888987	33544380	844634.009619905
281	33603098	15096	33608901	244370	33614705	1849821	33603098	0.85007	33608901	1.03841	33614705	1.10666	33603098	17758.5375322032	33608901	235330.938646585	33614705	1671535.06948837	33619681	17641	33625469	609427	33631272	1176506	33619681	0.85069	33625469	1.03896	33631272	1.10673	33619681	20737.283851932	33625469	586574.074074074	33631272	1063046.99429852	33636248	16267	33642051	1126596	33647855	1717532	33636248	0.85026	33642051	1.03843	33647855	1.10637	33636248	19131.7949803589	33642051	1084903.17113335	33647855	1552402.9031879	33652815	19254	33658603	494603	33664406	931979	33652815	0.85041	33658603	1.03804	33664406	1.10631	33652815	22640.8438282711	33658603	476477.785056453	33664406	842421.202013902
282	33723109	15079	33728897	244345	33734700	1850221	33723109	0.85041	33728897	1.03786	33734700	1.1058	33723109	17731.4471842993	33728897	235431.561096872	33734700	1673196.78061132	33739692	17678	33745464	608995	33751267	1179741	33739692	0.85013	33745464	1.03819	33751267	1.10715	33739692	20794.466728618	33745464	586593.012839654	33751267	1065565.64151199	33756259	16504	33762047	1125180	33767850	1709532	33756259	0.84988	33762047	1.03852	33767850	1.10661	33756259	19419.2121240646	33762047	1083445.67268806	33767850	1544836.93442134	33772842	19543	33778614	494509	33784417	925952	33772842	0.85032	33778614	1.03807	33784417	1.10643	33772842	22983.1122400978	33778614	476373.462290597	33784417	836882.586336235
283	33843120	14976	33848892	244874	33854695	1851532	33843120	0.84953	33848892	1.03798	33854695	1.10561	33843120	17628.571092251	33848892	235913.986782019	33854695	1674670.09162363	33859687	17728	33865459	608357	33871263	1180896	33859687	0.85074	33865459	1.03848	33871263	1.1058	33859687	20838.3289841785	33865459	585814.84477313	33871263	1067911.01465003	33876255	16240	33882027	1125165	33887830	1701741	33876255	0.84971	33882027	1.03828	33887830	1.10593	33876255	19112.40305516	33882027	1083681.66583195	33887830	1538742.05419873	33892806	19498	33898578	492954	33904381	921879	33892806	0.84964	33898578	1.03715	33904381	1.10628	33892806	22948.5429122923	33898578	475296.726606566	33904381	833314.350797266
284	33963131	15227	33968919	245292	33974722	1857975	33963131	0.85052	33968919	1.03801	33974722	1.10676	33963131	17903.1651225133	33968919	236309.862140056	33974722	1678751.49083812	33979698	17607	33985486	608553	33991289	1183033	33979698	0.85048	33985486	1.03803	33991289	1.10629	33979698	20702.4268648293	33985486	586257.622612063	33991289	1069369.69510707	33996266	16239	34002038	1125431	34007825	1694975	33996266	0.85003	34002038	1.03805	34007825	1.10633	33996266	19104.0316224133	34002038	1084178.02610664	34007825	1532069.99719794	34012817	19437	34018605	492247	34024408	917546	34012817	0.85011	34018605	1.03793	34024408	1.10545	34012817	22864.0999400078	34018605	474258.379659515	34024408	830020.353702112
285	34083142	15200	34088930	244615	34094733	1859646	34083142	0.85049	34088930	1.03799	34094733	1.1057	34083142	17872.0502298675	34088930	235662.193277392	34094733	1681872.11721082	34099725	17939	34105497	608883	34111300	1182949	34099725	0.85005	34105497	1.03821	34111300	1.10528	34099725	21103.4645020881	34105497	586473.834773312	34111300	1070270.88158657	34116277	16387	34122080	1123855	34127883	1684810	34116277	0.85005	34122080	1.03846	34127883	1.10546	34116277	19277.6895476737	34122080	1082232.34404792	34127883	1524080.47328714	34132859	19374	34138647	493942	34144450	915057	34132859	0.85019	34138647	1.03782	34144450	1.10571	34132859	22787.8474223409	34138647	475941.878167698	34144450	827574.137884255
286	34203153	14894	34208941	244145	34214744	1861415	34203153	0.85002	34208941	1.03816	34214744	1.10565	34203153	17521.9406602198	34208941	235170.8792479	34214744	1683548.1391037	34219720	17860	34225508	609523	34231311	1188512	34219720	0.84995	34225508	1.03772	34231311	1.1062	34219720	21013.0007647509	34225508	587367.497976333	34231311	1074409.69083348	34236288	16005	34242060	1124127	34247863	1678842	34236288	0.85047	34242060	1.0379	34247863	1.10543	34236288	18819.0059614096	34242060	1083078.33124578	34247863	1518723.03085677	34252824	19369	34258611	492264	34264414	912251	34252824	0.85005	34258611	1.03745	34264414	1.10609	34252824	22785.7184871478	34258611	474494.192491204	34264414	824752.958620004
287	34323164	15200	34328952	244478	34334755	1866019	34323164	0.85075	34328952	1.03805	34334755	1.10558	34323164	17866.5883044373	34328952	235516.593613024	34334755	1687819.06329709	34339731	17968	34345519	607865	34351338	1192508	34339731	0.85011	34345519	1.03857	34351338	1.10634	34339731	21136.0882709296	34345519	585290.351155916	34351338	1077885.64094221	34356314	16371	34362102	1125749	34367905	1672226	34356314	0.85101	34362102	1.03851	34367905	1.10576	34356314	19237.1417492156	34362102	1084004.00573899	34367905	1512286.57213138	34372881	19367	34378669	494630	34384472	907603	34372881	0.85036	34378669	1.03861	34384472	1.10587	34372881	22775.059974599	34378669	476242.285362167	34384472	820714.007975621
288	34443175	15240	34448963	244093	34454782	1867518	34443175	0.8504	34448963	1.03805	34454782	1.10544	34443175	17920.9783631232	34448963	235145.705890853	34454782	1689388.84064264	34459758	17888	34465530	608272	34471333	1191820	34459758	0.85037	34465530	1.03863	34471333	1.10533	34459758	21035.549231511	34465530	585648.402222158	34471333	1078248.12499435	34476310	16254	34482113	1123911	34487916	1663685	34476310	0.85085	34482113	1.03839	34487916	1.10637	34476310	19103.249691485	34482113	1082359.22919134	34487916	1503732.92840551	34492892	19348	34498680	493839	34504468	903283	34492892	0.85105	34498680	1.0378	34504468	1.106	34492892	22734.2694318783	34498680	475851.80188861	34504468	816711.57323689
289	34563186	15183	34568974	244667	34574793	1870588	34563186	0.85065	34568974	1.03937	34574793	1.10558	34563186	17848.7039322871	34568974	235399.328439343	34574793	1691951.73574052	34579769	17850	34585572	607874	34591375	1195381	34579769	0.8506	34585572	1.03783	34591375	1.1056	34579769	20985.1869268751	34585572	585716.350462022	34591375	1081205.68017366	34596352	16419	34602139	1123766	34607943	1659032	34596352	0.85125	34602139	1.03865	34607943	1.10676	34596352	19288.1057268722	34602139	1081948.68338709	34607943	1498998.87961256	34612935	19268	34618722	493663	34624526	898354	34612935	0.85173	34618722	1.03829	34624526	1.10666	34612935	22622.1924788372	34618722	475457.723757332	34624526	811770.552834656
290	34683197	15039	34688985	244036	34694804	1873264	34683197	0.85085	34688985	1.03869	34694804	1.10634	34683197	17675.26591056	34688985	234945.941522495	34694804	1693208.2361661	34699780	18036	34705552	608286	34711355	1200251	34699780	0.85116	34705552	1.03857	34711355	1.10715	34699780	21189.9055406739	34705552	585695.716225194	34711355	1084090.68328591	34716347	16290	34722119	1123733	34727922	1651444	34716347	0.85122	34722119	1.03876	34727922	1.10644	34716347	19137.2383167689	34722119	1081802.34125303	34727922	1492574.38270489	34732899	19544	34738687	493821	34744490	894453	34732899	0.85064	34738687	1.03885	34744490	1.10578	34732899	22975.6418696511	34738687	475353.515907013	34744490	808888.74821393
291	34803208	15125	34808996	244408	34814799	1880009	34803208	0.85108	34808996	1.03883	34814799	1.10563	34803208	17771.5373407905	34808996	235272.373728136	34814799	1700396.15422881	34819775	17745	34825563	608113	34831366	1199999	34819775	0.85088	34825563	1.03871	34831366	1.10624	34819775	20854.8796540053	34825563	585450.221909869	34831366	1084754.66444894	34836343	16173	34842130	1124835	34847918	1638285	34836343	0.85038	34842130	1.0384	34847918	1.10594	34836343	19018.5564100755	34842130	1083238.63636364	34847918	1481350.70618659	34852894	19359	34858682	494593	34864485	894707	34852894	0.85088	34858682	1.03826	34864485	1.10732	34852894	22751.7393757052	34858682	476367.191262304	34864485	807993.17270527
292	34923219	15020	34929007	244453	34934810	1879730	34923219	0.85126	34929007	1.03862	34934810	1.10699	34923219	17644.4329582031	34929007	235363.270493539	34934810	1698055.08631514	34939786	17941	34945574	608893	34951377	1206439	34939786	0.8509	34945574	1.03843	34951377	1.10665	34939786	21084.7338112587	34945574	586359.215353948	34951377	1090172.1411467	34956369	16398	34962141	1122337	34967960	1635543	34956369	0.85144	34962141	1.03845	34967960	1.10611	34956369	19259.1374612421	34962141	1080780.97164043	34967960	1478644.07699053	34972937	19482	34978724	492722	34984527	888057	34972937	0.85034	34978724	1.03897	34984527	1.10662	34972937	22910.8356657337	34978724	474240.834672801	34984527	802494.984728272
293	35043230	15274	35049018	244039	35054821	1882827	35043230	0.85099	35049018	1.0378	35054821	1.10593	35043230	17948.5070329851	35049018	235150.317980343	35054821	1702482.97812701	35059813	17963	35065585	605978	35071388	1207526	35059813	0.85074	35065585	1.03856	35071388	1.10636	35059813	21114.5590897336	35065585	583479.047912494	35071388	1091440.39914675	35076365	16186	35082152	1124142	35087940	1629152	35076365	0.85094	35082152	1.03942	35087940	1.10711	35076365	19021.317601711	35082152	1081508.91843528	35087940	1471535.8004173	35092932	19457	35098720	493618	35104523	882504	35092932	0.85083	35098720	1.03873	35104523	1.10622	35092932	22868.2580539003	35098720	475213.000490984	35104523	797765.363128492
294	35163241	15244	35169029	245027	35174832	1886286	35163241	0.85117	35169029	1.03848	35174832	1.10616	35163241	17909.4657941422	35169029	235947.731299592	35174832	1705256.02082881	35179808	17861	35185596	607640	35191399	1209408	35179808	0.85118	35185596	1.03815	35191399	1.10643	35179808	20983.8107098381	35185596	585310.407937196	35191399	1093072.31365744	35196376	16465	35202179	1123348	35207982	1617655	35196376	0.85145	35202179	1.03852	35207982	1.10592	35196376	19337.6005637442	35202179	1081681.62384932	35207982	1462723.34346065	35212959	19388	35218731	495256	35224534	880906	35212959	0.85071	35218731	1.03877	35224534	1.10604	35212959	22790.3750984472	35218731	476771.566371767	35224534	796450.399623883
295	35283252	15257	35289040	244047	35294859	1888524	35283252	0.8513	35289040	1.03916	35294859	1.10685	35283252	17922.0016445436	35289040	234850.263674506	35294859	1706214.93427294	35299835	17882	35305607	607322	35311410	1211845	35299835	0.85117	35305607	1.03859	35311410	1.10686	35299835	21008.7291610372	35305607	584756.256077952	35311410	1094849.3937806	35316387	16251	35322174	1126641	35327978	1614588	35316387	0.85146	35322174	1.03983	35327978	1.10682	35316387	19086.0404481714	35322174	1083485.76209573	35327978	1458762.94248387	35332954	19200	35338742	494573	35344545	877830	35332954	0.85089	35338742	1.03887	35344545	1.10615	35332954	22564.6088213518	35338742	476068.227978477	35344545	793590.381051395
296	35403263	15104	35409051	244875	35414854	1892799	35403263	0.8517	35409051	1.03862	35414854	1.10712	35403263	17733.943876952	35409051	235769.578864262	35414854	1709660.19943638	35419846	17816	35425634	609622	35431421	1215096	35419846	0.85123	35425634	1.03906	35431421	1.1068	35419846	20929.7134734443	35425634	586705.291321002	35431421	1097846.04264546	35436398	16351	35442201	1126966	35448004	1609012	35436398	0.85114	35442201	1.03928	35448004	1.10647	35436398	19210.7056418451	35442201	1084371.87283504	35448004	1454184.93045451	35452996	19341	35458768	492697	35464556	871938	35452996	0.85103	35458768	1.03871	35464556	1.1063	35452996	22726.5783814907	35458768	474335.473808859	35464556	788156.919461267
297	35523274	15180	35529078	244459	35534881	1895843	35523274	0.8511	35529078	1.03885	35534881	1.10638	35523274	17835.7419809658	35529078	235316.936997642	35534881	1713555.01726351	35539873	17774	35545660	607722	35551464	1216735	35539873	0.85125	35545660	1.03914	35551464	1.10611	35539873	20879.8825256975	35545660	584831.687741786	35551464	1100012.65696902	35556440	16648	35562228	1124255	35568031	1600417	35556440	0.85092	35562228	1.03911	35568031	1.10636	35556440	19564.7064353876	35562228	1081940.31430744	35568031	1446560.79395495	35573007	19639	35578795	493520	35584614	872715	35573007	0.85138	35578795	1.03962	35584614	1.10682	35573007	23067.2555145763	35578795	474711.913968566	35584614	788488.643139806
298	35643285	15287	35649073	245016	35654876	1894973	35643285	0.85143	35649073	1.03955	35654876	1.10643	35643285	17954.5000763422	35649073	235694.290798903	35654876	1712691.2683134	35659853	17889	35665640	609070	35671443	1221258	35659853	0.8511	35665640	1.0395	35671443	1.10632	35659853	21018.6817060275	35665640	585925.925925926	35671443	1103892.1830935	35676420	16302	35682207	1125616	35688011	1593874	35676420	0.85145	35682207	1.0391	35688011	1.10693	35676420	19146.1624287979	35682207	1083260.51390627	35688011	1439904.96237341	35692987	19733	35698790	492982	35704578	865651	35692987	0.85114	35698790	1.03893	35704578	1.10633	35692987	23184.2000140987	35698790	474509.35096686	35704578	782452.794374192
